name,gene,b_terrestris_B_100,b_terrestris_B_246,b_terrestris_B_36,b_terrestris_B_39,b_terrestris_B_415,b_terrestris_B_9,b_terrestris_G_87
LOC100647913,LOC100647913,96,97,85,70,105,133,47
LOC100647791,LOC100647791,131,162,435,265,154,411,99
LOC100648032,LOC100648032,125,152,200,181,202,329,133
LOC110119930,LOC110119930,3,0,0,1,0,0,0
LOC100647120,LOC100647120,14,43,49,22,20,41,34
LOC100647000,LOC100647000,206,239,89,77,223,148,233
LOC100647239,LOC100647239,13,6,0,2,10,2,182
LOC100647357,LOC100647357,19,52,36,26,32,30,52
LOC105666564,LOC105666564,10,9,2,2,17,9,117
LOC100646881,LOC100646881,0,0,0,0,0,0,0
LOC100646756,LOC100646756,70,69,19,6,52,6,0
LOC125386398,LOC125386398,0,0,0,0,0,0,0
LOC100646011,LOC100646011,7,25,6,0,10,4,0
LOC125386397,LOC125386397,0,0,0,0,0,0,0
LOC125386399,LOC125386399,0,0,0,0,0,0,0
LOC100646636,LOC100646636,0,0,6,0,2,0,0
LOC100646518,LOC100646518,9,7,0,0,18,4,0
LOC110119934,LOC110119934,0,0,0,0,0,0,0
LOC100645894,LOC100645894,2,0,0,0,2,6,2
LOC100646391,LOC100646391,52,46,30,21,32,72,61
LOC100646159,LOC100646159,26,20,28,17,30,44,25
LOC100646272,LOC100646272,14,10,22,29,18,60,36
LOC100645778,LOC100645778,84,65,11,2,57,21,5
LOC125386400,LOC125386400,0,0,2,0,0,0,0
LOC105666563,LOC105666563,15,6,0,0,9,5,3
LOC100646041,LOC100646041,0,2,4,0,4,56,0
LOC100645657,LOC100645657,0,0,0,0,0,0,0
LOC100645541,LOC100645541,0,0,0,0,0,0,0
LOC105666591,LOC105666591,2,0,0,0,0,0,0
LOC100645424,LOC100645424,2,2,0,0,2,0,8
LOC105665619,LOC105665619,69,62,30,22,41,62,25
LOC100645812,LOC100645812,38,66,66,65,38,80,82
LOC100645928,LOC100645928,2,0,2,0,0,0,2
LOC100645503,LOC100645503,328,402,518,599,432,389,52
LOC100645388,LOC100645388,19,53,451,44,66,136,0
LOC125386405,LOC125386405,0,0,0,0,0,0,0
LOC100645141,LOC100645141,12,23,6,2,7,24,5
LOC100644943,LOC100644943,86,93,68,17,61,165,70
LOC100644698,LOC100644698,71,71,24,6,54,67,50
LOC100645264,LOC100645264,86,108,45,32,131,68,110
LOC100644823,LOC100644823,533,567,177,244,590,519,2028
LOC100644580,LOC100644580,234,256,627,451,255,417,386
LOC100644463,LOC100644463,2,5,12,9,6,2,13
LOC100644347,LOC100644347,57,70,41,32,55,55,33
LOC100644105,LOC100644105,16,2,12,8,6,3,4
LOC100643863,LOC100643863,42,48,25,19,44,21,40
LOC100643745,LOC100643745,762,1435,1280,1309,1171,1172,1159
LOC100643628,LOC100643628,61,57,63,67,49,84,70
LOC100643504,LOC100643504,53,35,20,39,15,15,45
LOC100643302,LOC100643302,114,106,58,68,107,144,81
LOC100642740,LOC100642740,68,74,107,54,66,125,50
LOC100642977,LOC100642977,107,104,77,82,86,164,154
LOC100642620,LOC100642620,49,48,8,6,36,11,15
LOC100642349,LOC100642349,210,244,376,442,277,360,319
LOC105666562,LOC105666562,16,13,4,15,6,5,2
LOC100643098,LOC100643098,39,35,26,32,15,38,27
LOC100652174,LOC100652174,16,23,59,27,11,78,32
LOC100651300,LOC100651300,46,68,68,47,68,78,98
LOC100651935,LOC100651935,31,19,42,36,30,71,15
LOC100652057,LOC100652057,68,64,83,40,64,125,72
LOC100651700,LOC100651700,54,55,25,9,57,30,42
LOC100651818,LOC100651818,45,73,54,74,48,81,62
LOC125386364,LOC125386364,1,0,0,0,6,2,0
LOC100650982,LOC100650982,1,16,3,4,10,6,37
LOC100650790,LOC100650790,68,62,30,32,47,56,42
LOC105666560,LOC105666560,0,0,0,0,0,0,0
LOC105666559,LOC105666559,0,0,0,0,0,0,0
LOC100650665,LOC100650665,54,116,8,0,106,41,12
LOC105666590,LOC105666590,0,2,0,0,4,1,0
LOC105666558,LOC105666558,993,1101,3637,2166,1265,3486,843
LOC100650542,LOC100650542,38,45,36,28,30,105,35
LOC100650419,LOC100650419,88,74,63,42,87,78,102
LOC100650302,LOC100650302,138,247,70,79,248,100,125
LOC125386448,LOC125386448,14,7,12,26,6,8,8
LOC100650177,LOC100650177,61,79,38,0,86,118,1
LOC100649639,LOC100649639,156,113,48,52,137,66,124
LOC100649749,LOC100649749,612,930,0,0,1268,1,0
LOC100649516,LOC100649516,797,1245,274,153,1391,371,302
LOC125386472,LOC125386472,0,2,0,0,0,2,0
LOC100649859,LOC100649859,26,11,4,2,9,25,10
LOC100649393,LOC100649393,457,422,133,14,350,308,96
LOC100649274,LOC100649274,20,20,19,9,39,9,21
LOC100645177,LOC100645177,0,4,1,2,0,0,3
LOC100649035,LOC100649035,238,437,384,474,460,269,628
LOC100648577,LOC100648577,137,198,351,272,170,202,102
LOC100648462,LOC100648462,78,82,99,46,101,115,211
LOC100648344,LOC100648344,30,47,34,20,26,54,35
LOC100648229,LOC100648229,86,86,132,81,71,125,91
LOC125386474,LOC125386474,0,0,0,0,0,1,1
LOC100647997,LOC100647997,90,85,78,41,72,118,78
LOC100648116,LOC100648116,20,32,22,8,50,22,46
LOC100647318,LOC100647318,44,40,55,57,25,64,68
LOC100647753,LOC100647753,39,40,32,22,18,113,36
LOC100647555,LOC100647555,111,75,180,71,61,669,16
LOC100647876,LOC100647876,0,0,0,0,0,14,0
LOC100646562,LOC100646562,261,267,254,203,173,261,793
LOC105666557,LOC105666557,39,68,111,55,55,115,56
LOC100646683,LOC100646683,42,76,62,59,54,59,34
LOC100646440,LOC100646440,61,39,43,24,52,78,53
LOC100646880,LOC100646880,66,91,56,34,70,73,73
LOC125386473,LOC125386473,465,822,176,116,989,46,36
LOC100646040,LOC100646040,45,67,119,41,76,118,66
LOC105666556,LOC105666556,4,0,0,0,0,446,0
TRNAT-AGU_4,TRNAT-AGU_4,0,0,0,0,0,0,0
TRNAS-AGA_3,TRNAS-AGA_3,0,0,0,0,0,0,0
TRNAW-CCA_2,TRNAW-CCA_2,0,0,0,0,0,0,0
LOC125386369,LOC125386369,0,0,0,0,0,0,0
LOC125386368,LOC125386368,0,0,0,0,0,4,0
TRNAW-CCA_3,TRNAW-CCA_3,0,0,0,0,0,0,0
LOC125386381,LOC125386381,0,0,0,0,0,0,0
TRNAL-AAG_2,TRNAL-AAG_2,0,0,0,0,0,0,0
LOC105666555,LOC105666555,139,298,327,0,414,90,8
LOC100646158,LOC100646158,1685,1826,626,0,1770,920,118
LOC125386479,LOC125386479,1,1,0,0,0,0,0
LOC105666554,LOC105666554,2,3,1,2,10,8,1
LOC100644945,LOC100644945,153,196,98,82,166,140,140
LOC100645927,LOC100645927,0,0,0,0,0,0,0
LOC100645101,LOC100645101,78,71,0,6,108,20,0
LOC100645263,LOC100645263,349,640,24,2,683,454,582
LOC100645577,LOC100645577,2513,278,1,2,104,0,0
LOC100644783,LOC100644783,3,2,2,4,0,0,34
LOC100644982,LOC100644982,2,58,4438,2697,81,648,1924
LOC100645469,LOC100645469,0,0,6,5,0,0,25
LOC100644701,LOC100644701,114,426,133,192,359,161,85
LOC100644462,LOC100644462,46,212,4,12,271,2,28
TRNAS-AGA_4,TRNAS-AGA_4,0,0,0,0,0,0,0
LOC100644346,LOC100644346,0,0,0,0,2,35,1208
LOC100644581,LOC100644581,34,14,4,0,18,1,19
LOC100643830,LOC100643830,152,147,10,0,173,16,5
LOC105666553,LOC105666553,0,6,0,0,0,81,0
LOC110119924,LOC110119924,0,0,0,0,0,0,0
LOC110119926,LOC110119926,0,2,0,0,0,0,0
LOC100643957,LOC100643957,19,4,1632,0,20,3371,2
LOC100643714,LOC100643714,103,57,13,0,84,32,0
LOC125386410,LOC125386410,174,428,1382,1138,301,509,0
LOC105666552,LOC105666552,45,39,79,35,44,7,0
LOC100644348,LOC100644348,91,75,8,5,55,0,0
LOC105666551,LOC105666551,3,0,3,1,0,0,0
LOC100644229,LOC100644229,41,41,32,31,26,32,10
LOC100643344,LOC100643344,36,39,16,10,24,20,28
LOC100643466,LOC100643466,68,53,111,50,59,170,56
LOC100643219,LOC100643219,142,87,73,38,116,214,113
LOC105666550,LOC105666550,2,22,14,10,8,50,10
LOC105666549,LOC105666549,0,0,16,0,0,25,0
LOC100644107,LOC100644107,2,2,0,0,0,0,0
TRNAK-UUU_5,TRNAK-UUU_5,0,0,0,0,0,0,0
LOC100643097,LOC100643097,18,29,107,95,22,69,16
LOC100642976,LOC100642976,174,214,164,144,201,189,208
LOC100642707,LOC100642707,184,399,217,221,285,218,77
TRNAK-UUU_6,TRNAK-UUU_6,0,0,0,0,0,0,0
LOC100642821,LOC100642821,40,54,38,28,51,131,113
LOC100651856,LOC100651856,109,141,96,62,106,147,333
LOC100642348,LOC100642348,39,50,56,61,32,79,68
LOC125386441,LOC125386441,2,2,2,0,2,2,1
LOC100642227,LOC100642227,12,2,5,6,5,8,15
LOC100652258,LOC100652258,44,19,44,34,27,104,515
LOC100652140,LOC100652140,491,1080,1613,1316,1269,2142,1612
LOC110119940,LOC110119940,0,1,20,49,0,4,1
LOC125386389,LOC125386389,0,0,1,0,0,0,0
LOC100642469,LOC100642469,0,1,0,0,0,2,1
LOC100651735,LOC100651735,277,345,40,17,379,684,1497
LOC105666547,LOC105666547,102,116,552,243,128,413,136
LOC105666548,LOC105666548,85,73,17,22,109,92,91
LOC100651142,LOC100651142,336,480,140,53,444,220,989
LOC100651021,LOC100651021,56,104,42,17,46,47,81
LOC105666546,LOC105666546,0,2,0,0,0,0,10
LOC100651386,LOC100651386,394,457,425,58,261,107,127
LOC100651504,LOC100651504,109,140,91,102,157,160,97
LOC125386390,LOC125386390,0,0,0,0,0,0,0
LOC100650903,LOC100650903,0,4,0,0,0,59,0
LOC100647319,LOC100647319,56,65,8,173,57,115,8
LOC100648148,LOC100648148,7,0,0,2,14,11,0
LOC100643747,LOC100643747,2,2,0,0,0,0,0
LOC125386442,LOC125386442,0,0,0,0,0,0,0
LOC100643505,LOC100643505,0,0,0,0,0,0,0
LOC100643383,LOC100643383,0,0,0,0,0,0,0
LOC125386476,LOC125386476,0,0,0,0,0,0,0
LOC100649718,LOC100649718,0,2,0,0,0,0,0
LOC100643989,LOC100643989,4,0,0,0,0,0,0
LOC100649161,LOC100649161,0,0,0,0,0,0,0
LOC100643260,LOC100643260,1,0,0,0,0,0,0
LOC125386477,LOC125386477,1,0,0,0,0,0,0
LOC100643138,LOC100643138,0,0,0,0,0,0,0
LOC100648345,LOC100648345,2,0,0,0,0,0,2
LOC125386478,LOC125386478,0,0,0,0,0,4,2
LOC100646043,LOC100646043,2,4,0,0,4,0,0
LOC100642903,LOC100642903,1273,1976,4062,0,2670,3415,116
LOC100643910,LOC100643910,46,16,16,6,28,95,8
LOC105666544,LOC105666544,0,0,0,0,0,0,0
LOC100642622,LOC100642622,86,158,87,70,118,196,128
LOC100651583,LOC100651583,29,29,42,16,30,43,40
LOC100650097,LOC100650097,25,35,25,12,22,60,20
LOC100648147,LOC100648147,71,103,89,46,51,61,44
LOC100646966,LOC100646966,29,37,16,30,25,62,34
LOC100646042,LOC100646042,370,422,281,338,470,607,401
LOC125386409,LOC125386409,3,3,10,7,2,5,0
LOC100644699,LOC100644699,186,181,203,163,124,222,232
LOC100643061,LOC100643061,75,70,77,33,66,68,50
LOC100651620,LOC100651620,81,41,57,45,51,84,64
LOC100650502,LOC100650502,139,102,2,0,74,0,10
LOC100649786,LOC100649786,0,0,0,0,0,0,0
LOC100648838,LOC100648838,55,47,0,0,39,0,0
LOC100647556,LOC100647556,150,87,4,0,65,28,21
LOC100642779,LOC100642779,89,143,72,114,95,115,54
LOC100645609,LOC100645609,132,100,18,39,73,27,276
LOC100642863,LOC100642863,121,122,84,62,85,203,115
LOC100644227,LOC100644227,89,132,36,37,97,112,89
LOC100651421,LOC100651421,11,25,29,33,16,61,16
LOC110119946,LOC110119946,1,3,0,0,1,5,12
LOC100647440,LOC100647440,72,78,54,34,90,37,134
LOC100648916,LOC100648916,117,72,142,112,116,91,204
LOC100642540,LOC100642540,52,64,36,33,40,55,76
LOC100644660,LOC100644660,24,31,6,8,34,2,26
LOC125386468,LOC125386468,0,0,2,0,0,0,0
LOC100643594,LOC100643594,1,2,2,0,2,6,5
LOC100642587,LOC100642587,18,9,200,2,10,88,9
LOC100651265,LOC100651265,60,49,41,32,62,79,41
LOC105666542,LOC105666542,36,32,13,29,23,89,22
LOC100645303,LOC100645303,97,96,22,14,81,34,58
LOC100644700,LOC100644700,81,37,28,14,69,30,38
LOC105666541,LOC105666541,119,98,2,6,83,10,15
LOC125386393,LOC125386393,2,1,0,0,0,0,0
LOC100643595,LOC100643595,290,390,251,143,429,529,366
LOC100642741,LOC100642741,35,51,50,37,42,74,60
LOC125386394,LOC125386394,0,1,1,0,0,0,0
LOC100651102,LOC100651102,70,115,236,213,146,309,495
LOC100643221,LOC100643221,34,45,2,13,25,19,36
LOC100651510,LOC100651510,61,63,24,62,47,183,35
LOC100643100,LOC100643100,16,20,0,10,19,22,8
LOC100644381,LOC100644381,39,37,0,1,34,0,4
LOC125386524,LOC125386524,2,0,0,0,1,0,0
LOC100644271,LOC100644271,215,153,0,7,134,17,6
LOC125386522,LOC125386522,0,0,0,0,0,0,0
LOC125386521,LOC125386521,1,2,0,2,0,1,0
LOC100642780,LOC100642780,44,51,33,21,62,51,71
LOC100642979,LOC100642979,178,160,113,127,109,149,203
LOC100642541,LOC100642541,42,42,74,56,72,70,60
LOC100642423,LOC100642423,26,41,49,17,36,103,54
LOC100642305,LOC100642305,185,208,97,110,161,135,203
LOC125386525,LOC125386525,0,0,0,0,0,0,2
LOC100652260,LOC100652260,131,146,167,122,107,107,179
LOC125386520,LOC125386520,5,5,4,1,2,8,3
LOC100651899,LOC100651899,61,77,48,78,82,135,35
LOC100652019,LOC100652019,35,29,97,49,21,41,38
LOC105666604,LOC105666604,2,9,4,6,0,1,4
LOC100651584,LOC100651584,142,176,191,130,171,147,167
LOC100643911,LOC100643911,106,109,91,81,130,100,122
LOC125386523,LOC125386523,0,6,2,0,0,0,0
LOC100651346,LOC100651346,88,96,17,0,109,101,8
LOC100651224,LOC100651224,6,10,0,4,0,23,4
LOC100651465,LOC100651465,25,150,88,107,152,136,12
LOC100650792,LOC100650792,160,179,76,51,151,220,65
LOC100650906,LOC100650906,57,421,0,18,397,16,2
LOC100650543,LOC100650543,0,0,0,0,0,12,0
LOC100650420,LOC100650420,0,0,160,0,0,88,0
LOC100650303,LOC100650303,0,0,44,4,0,20,0
LOC100650178,LOC100650178,2,10,0,0,2,0,0
LOC100650058,LOC100650058,60,16,0,0,91,5,0
LOC100643545,LOC100643545,0,0,0,0,1,8,0
LOC100649861,LOC100649861,10,12,14,3,22,50,25
LOC100643426,LOC100643426,14,8,51,4,11,110,0
LOC100642663,LOC100642663,46,59,26,30,52,65,34
LOC100650666,LOC100650666,83,87,55,67,87,55,96
LOC100651702,LOC100651702,16,21,13,10,25,54,25
LOC100643304,LOC100643304,31,56,5,0,32,8,7
LOC125386599,LOC125386599,0,0,0,0,0,0,0
LOC100648035,LOC100648035,1148,1250,161,184,1021,293,778
LOC125386512,LOC125386512,0,5,0,0,0,0,0
LOC125386515,LOC125386515,0,0,0,0,0,0,0
LOC125386518,LOC125386518,3,4,0,0,2,0,0
LOC125386516,LOC125386516,2,8,0,0,6,0,0
LOC125386517,LOC125386517,0,0,0,0,0,1,0
LOC105666615,LOC105666615,0,0,0,0,0,0,0
LOC110119999,LOC110119999,0,1,0,2,0,0,0
LOC125386514,LOC125386514,0,2,0,0,0,0,0
LOC105666613,LOC105666613,143,134,8,0,142,42,34
LOC100649237,LOC100649237,28,34,18,0,32,8,25
LOC125386519,LOC125386519,2,4,0,0,0,0,2
LOC100647641,LOC100647641,227,155,41,33,158,29,111
LOC125386513,LOC125386513,4,2,2,0,0,0,0
LOC100647520,LOC100647520,11,14,3,3,13,6,69
LOC100649120,LOC100649120,2,0,2,0,1,2,18
LOC100647320,LOC100647320,11,9,3,1,4,31,7
LOC100647202,LOC100647202,62,51,9,25,27,27,59
LOC100646968,LOC100646968,88,100,17,0,76,12,19
LOC125386511,LOC125386511,68,85,8,31,65,30,103
LOC100646757,LOC100646757,159,252,85,176,225,159,226
TRNAL-CAG_2,TRNAL-CAG_2,0,0,0,0,0,0,0
TRNAV-CAC_2,TRNAV-CAC_2,0,0,0,0,0,0,0
LOC100646564,LOC100646564,0,0,0,0,0,4,0
LOC100649005,LOC100649005,2,0,0,0,6,1,0
LOC105666610,LOC105666610,0,0,0,0,2,2,0
LOC125386585,LOC125386585,0,0,0,0,0,0,0
LOC100646273,LOC100646273,3571,10315,1979,4,13159,2672,475
LOC125386584,LOC125386584,5,14,0,0,5,2,3
LOC125386587,LOC125386587,8,16,2,0,21,0,1
LOC125386588,LOC125386588,11,10,0,0,4,0,0
LOC125386586,LOC125386586,0,3,0,0,4,0,0
LOC110120005,LOC110120005,6,16,0,0,11,0,2
LOC100646044,LOC100646044,812,2145,1856,2,3173,1310,388
LOC100645390,LOC100645390,32,30,19,14,31,22,21
LOC100645505,LOC100645505,57,40,68,58,63,146,50
LOC125386549,LOC125386549,0,0,0,0,0,0,0
LOC100645695,LOC100645695,181,214,759,444,278,850,375
LOC100648885,LOC100648885,125,122,45,57,110,146,137
LOC100648771,LOC100648771,6,2,4,12,8,12,19
LOC100645266,LOC100645266,66,68,38,35,72,72,101
LOC105666608,LOC105666608,4,11,19,4,14,58,34
LOC100645143,LOC100645143,92,112,71,72,114,147,139
LOC125386551,LOC125386551,0,0,0,0,0,0,0
LOC100644946,LOC100644946,82,93,56,150,87,240,200
LOC100644827,LOC100644827,82,84,16,50,65,204,54
LOC125386550,LOC125386550,0,4,2,2,4,1,2
LOC100644702,LOC100644702,0,2,2,0,0,2,2
LOC125386608,LOC125386608,0,1,2,0,0,0,0
LOC100648658,LOC100648658,0,0,0,0,0,0,0
LOC100644582,LOC100644582,0,0,0,0,0,0,0
LOC100648536,LOC100648536,0,0,0,0,0,0,0
LOC100648417,LOC100648417,0,0,0,0,0,0,0
LOC100648300,LOC100648300,7,7,2,0,10,8,0
LOC110119980,LOC110119980,0,0,0,0,0,0,404
LOC105666606,LOC105666606,0,0,0,0,0,0,12
LOC125386538,LOC125386538,0,0,3,0,2,0,0
LOC100650711,LOC100650711,155,347,94,88,294,261,115
LOC105666954,LOC105666954,16,42,24,37,14,46,18
LOC100650588,LOC100650588,20,50,42,56,34,88,47
LOC100650351,LOC100650351,502,409,6,2,426,0,49
LOC100649910,LOC100649910,58,45,6,1,54,8,4
LOC125386540,LOC125386540,0,0,0,0,0,0,0
LOC105666957,LOC105666957,53,92,28,21,107,29,33
LOC100650230,LOC100650230,1549,3020,2025,1318,3143,1792,333
LOC125386539,LOC125386539,0,0,0,0,0,0,0
LOC100650105,LOC100650105,41,57,49,14,47,97,39
LOC100649677,LOC100649677,188,274,48,140,117,114,81
LOC125386555,LOC125386555,0,0,0,0,0,0,0
LOC125386554,LOC125386554,0,0,0,0,0,0,0
LOC100649558,LOC100649558,109,139,45,44,94,131,91
LOC100649433,LOC100649433,34,47,58,57,44,57,49
LOC100649316,LOC100649316,41,30,36,27,27,30,19
LOC100643183,LOC100643183,3,4,2,2,2,3,4
LOC100649197,LOC100649197,0,2,0,0,4,4,0
LOC125386556,LOC125386556,1,2,0,0,2,2,0
LOC125386609,LOC125386609,0,0,0,0,0,0,0
LOC100643065,LOC100643065,2,0,0,0,0,20,0
LOC125386575,LOC125386575,0,0,0,0,0,0,0
LOC100649077,LOC100649077,6,10,1,0,2,11,2
LOC105666953,LOC105666953,3,6,0,2,7,0,0
LOC110120201,LOC110120201,8,7,3,2,6,0,8
LOC100648616,LOC100648616,56,70,47,24,51,37,53
LOC100648962,LOC100648962,84,151,245,187,124,616,198
LOC100648846,LOC100648846,11,10,4,0,2,440,2
LOC100648497,LOC100648497,49,96,53,30,77,76,95
LOC100648266,LOC100648266,255,304,390,291,278,931,1423
LOC100648382,LOC100648382,103,164,9,5,93,20,3
LOC100648152,LOC100648152,95,136,115,100,179,142,164
LOC100648040,LOC100648040,273,320,127,121,277,121,123
LOC100647919,LOC100647919,9,18,2,7,2,10,14
LOC125386577,LOC125386577,0,0,0,0,0,0,0
LOC100647798,LOC100647798,48,56,14,6,58,15,47
LOC110120204,LOC110120204,0,0,0,0,0,0,0
LOC100642947,LOC100642947,1,2,8,8,2,0,0
LOC100646571,LOC100646571,20,24,30,25,28,64,32
LOC100647682,LOC100647682,43,48,39,25,60,91,50
LOC100647169,LOC100647169,624,638,472,474,599,472,765
LOC100646692,LOC100646692,33,21,196,248,20,43,44
LOC100647051,LOC100647051,26,146,51215,44739,477,189,538
LOC100646813,LOC100646813,56,41,71,63,48,58,56
LOC100647364,LOC100647364,502,495,534,523,475,458,418
LOC100646935,LOC100646935,54,49,56,12,46,93,53
LOC100647486,LOC100647486,849,897,2002,1071,917,3915,1967
LOC100646451,LOC100646451,32,30,15,20,23,35,22
LOC100642829,LOC100642829,12,9,4,8,10,18,18
LOC100646211,LOC100646211,102,99,90,81,98,127,78
LOC100646088,LOC100646088,12,10,13,54,10,23,0
LOC100645971,LOC100645971,619,824,336,357,690,709,1042
LOC100645476,LOC100645476,88,77,34,65,62,69,162
LOC100645664,LOC100645664,11,6,17,10,13,11,11
LOC100645784,LOC100645784,0,4,3,2,0,16,4
LOC100645274,LOC100645274,161,148,246,176,209,249,194
LOC100645035,LOC100645035,147,160,0,5,203,16,4
LOC100644788,LOC100644788,46,57,215,83,56,190,107
LOC100643836,LOC100643836,46,69,34,28,62,51,73
LOC100644426,LOC100644426,32,29,26,10,16,26,16
LOC100644667,LOC100644667,20,22,30,12,24,16,13
LOC100644157,LOC100644157,19,15,30,9,14,14,17
LOC100644544,LOC100644544,72,59,154,66,98,152,78
LOC100644044,LOC100644044,234,139,121,98,127,391,256
LOC100643718,LOC100643718,30,51,14,16,41,32,41
LOC125386600,LOC125386600,87,117,83,52,83,96,105
LOC100643472,LOC100643472,462,411,9,57,376,108,917
LOC125386581,LOC125386581,0,0,0,0,0,0,0
LOC125386580,LOC125386580,2,4,0,0,0,0,0
LOC100643598,LOC100643598,63,90,42,46,57,72,37
LOC125386582,LOC125386582,0,0,0,0,0,0,1
LOC100642592,LOC100642592,0,0,0,2,0,6,0
LOC105666956,LOC105666956,0,2,0,0,0,0,0
LOC100643106,LOC100643106,0,0,0,0,0,0,0
LOC100642867,LOC100642867,193,223,117,53,209,233,193
LOC125386566,LOC125386566,0,0,0,0,0,2,0
LOC100643229,LOC100643229,2,7,1,0,6,3,2
LOC100642985,LOC100642985,20,41,18,30,24,71,22
LOC125386567,LOC125386567,0,6,0,0,2,0,0
LOC100642475,LOC100642475,59,84,37,18,52,103,139
LOC105666948,LOC105666948,132,159,0,0,78,22,6
LOC100642744,LOC100642744,24,29,2,0,12,14,0
LOC100642625,LOC100642625,18,16,2,0,20,0,2
LOC125386568,LOC125386568,2,0,0,0,0,0,0
LOC100642391,LOC100642391,71,53,29,41,43,77,59
LOC100652303,LOC100652303,44,32,24,18,22,54,45
LOC100651979,LOC100651979,31,22,78,35,40,66,36
LOC100652101,LOC100652101,4,4,7,9,8,11,14
LOC105666947,LOC105666947,4,0,2,0,0,2,2
LOC125384637,LOC125384637,0,0,0,0,0,2,0
LOC125386494,LOC125386494,2,4,0,4,0,2,4
LOC110120193,LOC110120193,0,1,2,0,1,0,0
LOC100651863,LOC100651863,8,6,26,2,2,22,8
LOC125386493,LOC125386493,0,0,0,0,0,2,0
LOC100651743,LOC100651743,112,77,42,64,110,66,91
LOC100651628,LOC100651628,22,25,11,4,42,17,17
LOC100651511,LOC100651511,99,111,74,101,100,274,142
LOC100651184,LOC100651184,28,22,10,20,15,16,23
LOC100651308,LOC100651308,87,121,83,50,146,116,98
LOC100650946,LOC100650946,18,8,5,3,9,26,16
LOC100650751,LOC100650751,11,11,5,2,9,1,4
LOC125386492,LOC125386492,2,0,0,0,0,0,0
LOC110120210,LOC110120210,0,0,0,0,0,0,0
LOC125386491,LOC125386491,0,4,0,2,12,0,0
LOC100642355,LOC100642355,44,26,0,0,20,2,4
LOC105666944,LOC105666944,38,35,36,23,35,66,55
LOC100650627,LOC100650627,54,58,40,26,36,56,60
LOC100650510,LOC100650510,74,100,59,47,90,90,98
LOC100642233,LOC100642233,6,2,2,0,3,0,2
LOC100650387,LOC100650387,117,73,2,0,81,6,2
LOC105666943,LOC105666943,4,12,4,0,17,2,2
LOC100650264,LOC100650264,28,26,12,14,16,35,20
LOC100650022,LOC100650022,47,32,23,38,35,113,35
LOC100650138,LOC100650138,21,11,18,8,9,13,30
LOC100649792,LOC100649792,63,82,210,146,63,55,189
LOC105666942,LOC105666942,55,35,19,57,67,50,88
LOC100649608,LOC100649608,173,368,1662,1656,658,296,8
LOC100649124,LOC100649124,93,75,45,50,57,75,50
LOC100649363,LOC100649363,12,16,17,10,20,21,4
LOC100649243,LOC100649243,21,24,27,12,37,28,18
LOC100649011,LOC100649011,213,271,53,60,238,184,178
LOC100648889,LOC100648889,11,19,6,7,24,13,16
LOC125386501,LOC125386501,17,26,0,4,13,1,6
TRNAC-GCA_2,TRNAC-GCA_2,0,0,0,0,0,0,0
LOC100648661,LOC100648661,364,385,0,2,346,2,10
TRNAK-CUU_5,TRNAK-CUU_5,0,1,0,0,2,0,0
TRNAM-CAU_8,TRNAM-CAU_8,0,0,0,0,0,0,0
LOC100648421,LOC100648421,4,4,2,5,23,17,2
LOC105666941,LOC105666941,5,8,2,7,12,8,3
LOC100648193,LOC100648193,712,892,334,289,996,368,621
LOC100648308,LOC100648308,10,2,112,36,8,98,10
LOC100648005,LOC100648005,47,58,59,105,47,69,12
LOC100647885,LOC100647885,64,61,33,16,31,70,82
LOC100646570,LOC100646570,158,280,217,334,198,217,308
LOC125386504,LOC125386504,0,0,0,1,0,0,3
LOC125386498,LOC125386498,0,1,2,2,2,2,0
LOC100646327,LOC100646327,162,156,90,179,119,82,157
LOC100646812,LOC100646812,334,368,200,238,379,450,252
LOC100647283,LOC100647283,27,29,54,28,28,51,24
LOC100646210,LOC100646210,44,41,32,15,53,134,33
LOC100646934,LOC100646934,38,41,20,15,69,53,43
LOC100646691,LOC100646691,665,792,2929,2632,960,3447,2882
LOC100647526,LOC100647526,440,404,407,450,432,604,415
LOC100646450,LOC100646450,27,48,22,18,32,40,31
LOC100647168,LOC100647168,68,43,18,0,53,10,23
LOC125386499,LOC125386499,0,0,0,2,0,0,0
LOC100645899,LOC100645899,50,37,52,22,60,169,74
LOC100646015,LOC100646015,30,37,32,18,56,44,30
LOC100645783,LOC100645783,396,467,321,358,397,238,340
LOC125386500,LOC125386500,0,0,0,0,0,0,0
LOC110120214,LOC110120214,0,0,0,0,2,0,2
LOC100645396,LOC100645396,1387,1707,105,156,1364,322,1687
LOC100645179,LOC100645179,394,512,203,518,359,714,300
LOC125386503,LOC125386503,0,2,6,0,1,0,0
LOC125386502,LOC125386502,6,8,0,12,2,0,4
LOC125386497,LOC125386497,11,18,25,30,18,65,27
LOC100644950,LOC100644950,40,28,18,12,34,40,33
LOC100645067,LOC100645067,216,175,117,57,233,304,279
LOC100644833,LOC100644833,128,108,148,95,110,173,171
LOC100644708,LOC100644708,22,46,25,10,46,40,51
LOC100644587,LOC100644587,30,46,21,24,48,43,39
LOC100644277,LOC100644277,50,56,27,24,78,60,29
LOC100644083,LOC100644083,303,320,199,142,400,334,235
LOC100643961,LOC100643961,93,103,20,24,93,51,58
LOC100643835,LOC100643835,21,32,15,22,25,47,21
LOC125386496,LOC125386496,7,3,0,0,3,0,4
