name,gene,b_terrestris_B_100,b_terrestris_B_246,b_terrestris_B_36,b_terrestris_B_39,b_terrestris_B_415,b_terrestris_B_9,b_terrestris_G_87
LOC100644630,LOC100644630,10,17,3,0,28,48,18
LOC105666094,LOC105666094,0,0,0,0,0,0,0
LOC100650834,LOC100650834,6,4,0,0,0,2,0
TRNAL-UAA,TRNAL-UAA,0,0,0,0,0,0,0
LOC100644953,LOC100644953,5,12,6,30,5,4,6
LOC100650949,LOC100650949,74,73,74,47,93,102,62
LOC110119209,LOC110119209,1,7,0,0,0,0,0
LOC100645514,LOC100645514,14,10,18,16,7,21,14
LOC100645181,LOC100645181,375,438,279,292,326,322,664
LOC100645309,LOC100645309,58,74,25,15,67,116,86
LOC125384887,LOC125384887,0,0,0,0,0,0,0
LOC100645619,LOC100645619,110,206,0,30,67,31,108
LOC125384858,LOC125384858,4,10,0,0,10,0,12
LOC100645741,LOC100645741,8,1,0,4,6,0,144
LOC100651187,LOC100651187,25,38,5,3,30,34,57
LOC125384627,LOC125384627,4,4,4,0,7,2,1
LOC100646095,LOC100646095,844,1075,2185,1128,957,744,0
LOC100644592,LOC100644592,134,154,0,0,236,2,0
LOC100644356,LOC100644356,5,8,7,0,4,11,3
LOC100644117,LOC100644117,193,155,16,11,174,57,168
LOC100644239,LOC100644239,28,40,49,42,58,81,62
LOC105666023,LOC105666023,0,2,0,0,0,0,0
LOC125385195,LOC125385195,0,2,4,0,0,0,0
LOC100644710,LOC100644710,5,2,0,0,4,0,0
LOC105666096,LOC105666096,0,0,0,0,0,0,0
LOC100651550,LOC100651550,24,7,0,0,12,0,0
LOC100644835,LOC100644835,4,2,0,0,2,2,1
LOC100644952,LOC100644952,120,131,85,101,94,189,85
LOC100645068,LOC100645068,48,36,29,36,45,11,0
LOC100645180,LOC100645180,76,105,119,98,62,90,54
LOC100645432,LOC100645432,82,87,91,53,60,87,71
LOC100645308,LOC100645308,20,36,22,13,30,44,28
LOC100645740,LOC100645740,109,98,46,47,69,63,73
LOC105665612,LOC105665612,96,91,52,77,105,75,104
LOC100645859,LOC100645859,138,189,27,33,204,19,9
LOC100645975,LOC100645975,65,76,24,27,80,19,34
LOC100646282,LOC100646282,9,5,7,7,17,20,35
LOC100646094,LOC100646094,198,93,100,65,68,131,53
LOC100646492,LOC100646492,82,87,103,79,83,64,94
LOC100651669,LOC100651669,11,2,8,4,17,5,7
LOC100646612,LOC100646612,110,98,62,61,84,43,85
LOC100646730,LOC100646730,108,51,143,143,65,31,17
LOC100651788,LOC100651788,12,11,9,2,15,16,14
LOC125385098,LOC125385098,1,2,0,0,0,1,0
TRNAF-GAA,TRNAF-GAA,0,0,0,0,0,0,0
LOC125385089,LOC125385089,0,2,0,0,0,0,0
LOC100646973,LOC100646973,52,45,19,20,55,37,57
LOC125385101,LOC125385101,2,0,0,1,2,1,0
LOC100651910,LOC100651910,0,2,8,4,2,29,9
LOC100647090,LOC100647090,45,40,57,46,57,38,46
LOC100647449,LOC100647449,211,178,108,75,178,230,230
LOC125385074,LOC125385074,4,3,3,3,1,0,0
LOC100647686,LOC100647686,46,14,20,8,24,25,23
LOC100647210,LOC100647210,54,42,0,2,74,22,4
LOC100647565,LOC100647565,48,36,72,21,39,151,71
LOC100647801,LOC100647801,33,31,17,4,32,34,16
LOC100647327,LOC100647327,190,247,123,88,218,114,207
LOC100648044,LOC100648044,53,80,64,57,58,230,85
LOC100652151,LOC100652151,102,101,47,81,111,142,102
LOC125385084,LOC125385084,0,0,0,0,0,0,0
LOC100648665,LOC100648665,23,27,30,11,18,33,13
LOC100648270,LOC100648270,106,120,52,103,86,142,72
LOC100648544,LOC100648544,252,258,305,231,291,266,363
LOC100648778,LOC100648778,51,76,32,14,76,77,80
LOC105666067,LOC105666067,2,21,0,4,0,2,8
LOC100648892,LOC100648892,537,3080,1164,1453,926,431,943
LOC100649014,LOC100649014,52,38,37,46,29,26,33
LOC100649246,LOC100649246,10,31,41,10,16,33,22
LOC100649366,LOC100649366,148,183,128,151,88,93,186
LOC125385314,LOC125385314,0,0,0,0,0,0,1
LOC125385311,LOC125385311,0,0,0,0,0,0,0
LOC100649487,LOC100649487,75,96,44,23,74,34,126
LOC100649682,LOC100649682,12,8,7,4,6,8,20
LOC105666086,LOC105666086,98,50,0,0,67,6,2
LOC100652269,LOC100652269,6,8,0,0,1,0,12
LOC100649795,LOC100649795,25,5,46,0,8,49,7
LOC125385109,LOC125385109,0,0,0,0,0,0,0
LOC105666106,LOC105666106,0,0,0,0,0,0,0
LOC100642436,LOC100642436,53,38,6,1,16,2,2
LOC125385647,LOC125385647,0,0,0,0,0,0,0
LOC125385646,LOC125385646,0,0,0,0,0,0,0
LOC105666090,LOC105666090,15,8,102,0,18,154,2
LOC125385948,LOC125385948,0,0,0,0,0,0,0
LOC125384794,LOC125384794,0,0,0,0,0,2,0
LOC125385325,LOC125385325,0,0,0,0,0,0,0
LOC125385960,LOC125385960,2,0,0,0,0,0,0
LOC100642554,LOC100642554,6,16,4,0,5,44,0
LOC105666170,LOC105666170,0,0,0,0,0,0,0
LOC100644389,LOC100644389,32,30,12,10,36,28,2
LOC125385654,LOC125385654,1,0,0,0,0,0,0
LOC100644281,LOC100644281,18,38,4,13,27,15,34
LOC125385212,LOC125385212,0,0,0,0,0,0,0
LOC100647127,LOC100647127,102,86,0,2,84,0,4
LOC100647245,LOC100647245,156,159,130,167,110,78,283
LOC100650873,LOC100650873,12,25,15,12,8,17,26
LOC100643963,LOC100643963,55,63,36,25,81,28,53
LOC100650755,LOC100650755,702,778,0,0,684,11,64
LOC100643518,LOC100643518,82,58,0,2,76,0,0
LOC100643231,LOC100643231,109,42,6,14,52,469,0
LOC100643435,LOC100643435,33,10,0,0,16,4,0
LOC125385492,LOC125385492,16,2,0,0,7,4,0
LOC100643030,LOC100643030,24,24,10,14,26,30,18
LOC100642916,LOC100642916,0,0,0,0,2,7,0
LOC100642393,LOC100642393,117,91,0,4,92,4,1
LOC100642796,LOC100642796,24,20,0,0,13,4,0
LOC100642677,LOC100642677,67,98,0,0,54,2,0
LOC100642275,LOC100642275,24,25,8,2,40,4,0
LOC105665626,LOC105665626,0,0,0,0,0,0,0
LOC100652305,LOC100652305,86,122,46,31,98,116,194
LOC125385648,LOC125385648,1,5,0,4,2,0,0
LOC100652103,LOC100652103,0,3,1,0,4,4,0
LOC125385466,LOC125385466,2,2,0,2,3,0,0
LOC125385468,LOC125385468,0,1,0,0,0,2,1
LOC100651866,LOC100651866,137,162,69,46,118,127,28
LOC125385469,LOC125385469,0,0,0,0,0,0,0
LOC100651981,LOC100651981,12,12,146,52,2,37,0
LOC100651670,LOC100651670,10,0,15,2,4,210,2
LOC100651551,LOC100651551,50,49,41,8,70,59,300
LOC105666147,LOC105666147,10,6,0,0,9,0,0
LOC125385712,LOC125385712,0,0,0,0,2,0,2
LOC100651432,LOC100651432,6,2,2,127,0,0,0
LOC105666143,LOC105666143,0,2,0,10,0,0,0
LOC125385696,LOC125385696,0,0,0,0,0,0,0
LOC125385491,LOC125385491,1,3,0,0,2,0,1
LOC100651188,LOC100651188,58,63,12,18,55,27,33
LOC100651312,LOC100651312,57,67,4,10,65,6,134
LOC100644874,LOC100644874,309,422,256,180,376,248,953
TRNAM-CAU,TRNAM-CAU,0,0,0,0,0,0,0
LOC100650993,LOC100650993,0,2,0,0,0,1,0
LOC100644748,LOC100644748,0,0,0,0,0,0,2
LOC100644510,LOC100644510,2,2,0,0,0,0,1
LOC100643840,LOC100643840,97,92,30,60,94,104,60
LOC100643722,LOC100643722,48,48,45,148,39,55,239
LOC125385760,LOC125385760,0,0,0,0,0,0,0
LOC125385762,LOC125385762,0,0,0,4,0,0,3
LOC125385121,LOC125385121,0,0,0,2,0,0,0
LOC125385143,LOC125385143,0,0,0,0,0,0,0
LOC100645113,LOC100645113,46,54,23,14,27,76,26
LOC100645233,LOC100645233,48,33,2,0,22,4,0
LOC100645583,LOC100645583,29,28,14,12,15,83,4
LOC100645478,LOC100645478,0,2,0,0,0,0,0
LOC100645820,LOC100645820,57,27,38,18,43,54,44
LOC100645701,LOC100645701,70,66,44,46,59,80,81
LOC125385671,LOC125385671,10,4,2,24,16,19,8
LOC100642394,LOC100642394,128,135,14,2,103,47,2
LOC100646168,LOC100646168,83,99,68,44,103,139,121
LOC100642511,LOC100642511,89,71,142,64,89,227,145
LOC100646052,LOC100646052,26,12,0,0,43,23,201
LOC100646283,LOC100646283,129,79,2,2,110,12,24
LOC100646402,LOC100646402,152,68,1,0,83,0,6
LOC100646614,LOC100646614,0,2,0,2,4,32,46
LOC100646732,LOC100646732,118,141,136,159,147,189,153
LOC100646854,LOC100646854,67,71,36,26,75,53,65
LOC100647054,LOC100647054,61,45,27,22,39,81,37
LOC100647369,LOC100647369,444,474,48,0,261,454,158
LOC100647172,LOC100647172,94,105,60,43,84,189,80
LOC100647490,LOC100647490,68,68,57,43,44,146,84
LOC100651823,LOC100651823,158,129,4,2,105,8,0
LOC100642627,LOC100642627,171,215,77,49,225,75,105
LOC100647604,LOC100647604,19,40,10,10,45,62,22
LOC100647717,LOC100647717,0,1,6,0,0,2,18
LOC100647835,LOC100647835,36,54,58,109,66,113,2582
LOC105666208,LOC105666208,1,2,4,0,0,0,6
LOC100647956,LOC100647956,399,370,2,2,286,16,35
LOC100642747,LOC100642747,11,23,7,12,10,3,0
LOC100648083,LOC100648083,26,32,12,6,31,61,0
LOC100648197,LOC100648197,23,30,12,19,42,17,3
LOC100648312,LOC100648312,34,47,5,26,35,25,22
LOC100648546,LOC100648546,0,2,0,2,0,0,0
LOC125385810,LOC125385810,0,0,0,0,0,0,0
LOC105666278,LOC105666278,0,0,0,0,0,0,0
LOC125385811,LOC125385811,0,0,0,0,0,0,0
LOC100648667,LOC100648667,0,0,4,4,0,0,4
LOC100643232,LOC100643232,0,0,0,0,0,0,0
LOC125385785,LOC125385785,0,0,0,0,0,0,0
LOC100648893,LOC100648893,2,0,4,0,0,1,0
LOC100649015,LOC100649015,75,122,68,74,106,76,136
LOC125384636,LOC125384636,14,12,15,10,31,28,15
LOC125385784,LOC125385784,0,0,0,0,0,0,0
LOC100649367,LOC100649367,12,6,51,6,4,32,15
LOC100649488,LOC100649488,0,0,0,0,0,4,0
LOC100649127,LOC100649127,117,166,221,101,162,666,214
LOC110119310,LOC110119310,0,0,0,0,0,0,0
LOC100649613,LOC100649613,0,0,0,2,0,0,0
LOC125385395,LOC125385395,0,0,0,0,0,0,0
LOC100649797,LOC100649797,0,0,0,12,0,12,0
LOC125384648,LOC125384648,0,0,0,0,0,0,0
LOC100649914,LOC100649914,0,2,0,18,2,6,2
LOC105666241,LOC105666241,0,0,0,0,0,8,5
LOC100643964,LOC100643964,10,6,0,12,14,12,1
LOC125385370,LOC125385370,0,0,0,0,0,0,0
LOC110119557,LOC110119557,0,0,2,2,0,0,0
LOC100650233,LOC100650233,8,8,12,82,5,148,509
LOC100650026,LOC100650026,153,188,65,90,176,139,158
LOC100650354,LOC100650354,1374,2255,2315,615,2816,2605,1265
LOC105666246,LOC105666246,0,0,0,4,2,2,77
LOC100650472,LOC100650472,155,227,182,136,244,315,680
LOC100650674,LOC100650674,58,58,85,72,55,112,282
LOC100644202,LOC100644202,8,6,2,9,11,34,157
LOC100650874,LOC100650874,245,161,120,23,161,164,1796
LOC100644320,LOC100644320,121,144,30,2,158,146,175
LOC125384936,LOC125384936,0,0,0,0,0,0,0
LOC125384937,LOC125384937,0,0,0,0,0,0,0
LOC100650994,LOC100650994,44,27,18,11,52,29,52
LOC100651116,LOC100651116,52,56,63,50,43,47,131
LOC125384957,LOC125384957,0,7,0,2,3,10,17
LOC100651358,LOC100651358,46,46,21,2,29,16,0
LOC125384961,LOC125384961,0,0,0,0,0,0,0
LOC125384959,LOC125384959,0,0,0,0,1,0,0
LOC100651476,LOC100651476,72,58,58,58,57,137,79
LOC100652069,LOC100652069,33,11,15,21,23,29,10
LOC100652185,LOC100652185,33,28,53,12,22,70,39
LOC100651829,LOC100651829,94,129,286,103,161,239,180
LOC100651593,LOC100651593,65,101,65,52,90,42,130
LOC100651711,LOC100651711,52,64,41,29,39,69,54
LOC100651946,LOC100651946,72,44,48,30,93,60,64
LOC100650714,LOC100650714,383,288,2,18,302,55,161
LOC100649248,LOC100649248,77,82,87,78,64,52,98
LOC100648927,LOC100648927,52,104,40,103,73,55,409
LOC100650591,LOC100650591,16,15,0,0,10,0,14
LOC125387147,LOC125387147,0,0,0,0,0,0,0
LOC125387135,LOC125387135,0,0,0,0,0,0,0
LOC100648812,LOC100648812,20,20,51,31,30,42,37
LOC100648700,LOC100648700,26,43,33,27,40,56,64
LOC100648588,LOC100648588,82,78,27,31,57,89,29
LOC100648469,LOC100648469,8,14,39,14,14,32,8
LOC100648351,LOC100648351,38,50,93,38,54,35,79
LOC100648235,LOC100648235,0,0,0,0,0,42,0
LOC100648007,LOC100648007,0,0,0,0,0,131,2
LOC100648122,LOC100648122,0,0,0,0,2,985,10577
LOC100647887,LOC100647887,27,27,2,0,33,19,8
LOC100647173,LOC100647173,45,43,76,99,46,62,32
LOC100647605,LOC100647605,6,19,19,37,20,44,10
LOC100647407,LOC100647407,65,90,198,134,113,153,142
LOC105666842,LOC105666842,5,0,0,1,1,0,0
LOC125387010,LOC125387010,0,0,0,0,0,0,0
LOC100646974,LOC100646974,135,163,73,73,150,184,143
LOC100646855,LOC100646855,40,80,26,24,92,57,53
LOC100646733,LOC100646733,32,54,63,34,35,94,52
LOC100646251,LOC100646251,111,113,148,137,100,281,83
LOC125385968,LOC125385968,1,0,0,1,3,4,1
LOC100646494,LOC100646494,23,37,9,2,43,86,26
LOC100646371,LOC100646371,20,4,14,15,13,25,14
LOC100646134,LOC100646134,14,4,4,6,6,6,7
LOC100645041,LOC100645041,184,222,324,193,157,357,204
LOC100650068,LOC100650068,24,28,28,14,11,25,14
LOC100644917,LOC100644917,24,27,328,283,32,243,14
LOC100644794,LOC100644794,74,66,32,28,53,94,53
LOC100644672,LOC100644672,15,10,21,4,13,7,13
LOC105666392,LOC105666392,0,0,0,0,0,0,0
LOC100644549,LOC100644549,35,40,42,18,42,42,20
LOC100644431,LOC100644431,58,49,22,24,42,51,42
LOC100644321,LOC100644321,301,341,232,216,364,141,186
LOC125385965,LOC125385965,0,3,12,12,0,0,0
LOC125385966,LOC125385966,3,0,2,0,3,0,0
LOC100643965,LOC100643965,26,22,50,32,32,52,42
LOC100644203,LOC100644203,34,27,38,34,9,64,17
LOC100643724,LOC100643724,52,75,72,72,66,126,67
LOC100643842,LOC100643842,155,159,35,62,127,48,120
LOC125385970,LOC125385970,0,0,0,0,0,0,0
LOC105666342,LOC105666342,398,533,838,833,503,1586,464
LOC100643601,LOC100643601,20,26,9,3,17,31,9
LOC125385969,LOC125385969,0,1,0,2,1,0,2
LOC100643069,LOC100643069,118,170,78,82,91,79,105
LOC110120282,LOC110120282,0,0,0,1,2,0,2
LOC100643188,LOC100643188,40,30,9,14,36,0,0
LOC125387167,LOC125387167,0,0,0,0,0,0,0
LOC100642950,LOC100642950,22,19,20,4,20,20,12
LOC105666337,LOC105666337,2,0,0,3,1,1,0
LOC100642555,LOC100642555,136,177,546,456,177,1074,201
LOC110119827,LOC110119827,2,4,2,0,0,0,1
LOC100642395,LOC100642395,6,0,141,117,2,42,2
LOC105666389,LOC105666389,0,0,0,0,0,0,0
LOC100642277,LOC100642277,24,39,14,2,40,110,26
LOC100652307,LOC100652307,88,100,24,0,55,490,2
LOC100652186,LOC100652186,33,28,24,14,42,64,112
LOC125386118,LOC125386118,0,0,0,0,0,0,0
LOC125386163,LOC125386163,0,0,0,0,0,0,0
LOC100651867,LOC100651867,13,4,6,1,2,12,2
LOC100651746,LOC100651746,17,31,8,2,18,41,23
LOC100651552,LOC100651552,298,414,63,76,247,90,418
LOC105666325,LOC105666325,545,606,87,10,903,66,2257
LOC110119847,LOC110119847,8,5,0,0,0,0,24
LOC100649836,LOC100649836,10,10,0,0,8,0,10
LOC100651433,LOC100651433,30,31,6,6,30,2,37
LOC105666322,LOC105666322,370,139,39,14,212,29,1281
LOC125385858,LOC125385858,2,0,1,0,3,0,0
LOC100651313,LOC100651313,28,8,24,12,17,24,4
LOC100651189,LOC100651189,49,104,0,2,67,2,0
LOC125385852,LOC125385852,0,7,0,0,5,0,0
LOC100651067,LOC100651067,72,62,77,68,59,193,632
LOC100649723,LOC100649723,154,169,212,158,179,156,272
LOC100650950,LOC100650950,86,116,12,34,71,47,89
LOC100650835,LOC100650835,38,27,11,7,19,24,111
LOC110119836,LOC110119836,0,0,0,0,0,0,0
LOC105666382,LOC105666382,0,0,0,0,0,0,0
LOC100649614,LOC100649614,0,1,20,0,5,22,128
LOC105666313,LOC105666313,0,0,0,0,0,0,4
LOC100647286,LOC100647286,28,39,0,0,24,111,21
LOC100649954,LOC100649954,29,29,35,26,28,55,26
LOC100650189,LOC100650189,5,5,7,18,15,9,6
LOC100649489,LOC100649489,28,64,51,22,65,40,19
LOC100649368,LOC100649368,77,83,41,58,77,101,65
LOC100646016,LOC100646016,449,453,52,33,372,69,125
LOC125386469,LOC125386469,0,0,1,1,0,0,0
LOC105666299,LOC105666299,0,2,1,0,0,0,0
LOC100644088,LOC100644088,30,23,41,6,28,22,23
LOC125386471,LOC125386471,0,0,0,0,0,4,0
LOC100642833,LOC100642833,121,171,65,74,203,99,413
LOC125386470,LOC125386470,0,0,0,0,0,0,0
LOC125386121,LOC125386121,0,0,0,0,0,0,0
LOC100649073,LOC100649073,72,50,24,23,30,65,75
LOC100648188,LOC100648188,82,95,128,51,78,106,140
LOC125384615,LOC125384615,72,80,60,30,66,75,67
LOC100649193,LOC100649193,10,17,8,9,14,8,12
LOC100649313,LOC100649313,221,269,165,92,308,278,203
LOC100648728,LOC100648728,16,8,0,4,11,32,12
LOC100647279,LOC100647279,145,158,130,162,137,141,195
LOC100647398,LOC100647398,98,155,373,265,125,120,134
LOC100647521,LOC100647521,513,815,603,349,680,911,511
LOC125385878,LOC125385878,1,4,4,2,0,8,0
LOC100647710,LOC100647710,96,139,78,34,122,169,89
LOC100647827,LOC100647827,12,16,61,2,15,217,2371
LOC100648842,LOC100648842,110,115,107,39,77,90,49
LOC100647947,LOC100647947,134,144,36,16,161,102,123
LOC100648075,LOC100648075,4,16,6,4,10,13,10
LOC100648958,LOC100648958,135,129,102,91,132,188,88
LOC100648380,LOC100648380,634,644,967,1179,604,1006,691
LOC125385901,LOC125385901,0,2,4,0,0,2,0
LOC100648493,LOC100648493,252,332,140,184,201,198,156
LOC100648613,LOC100648613,122,183,170,99,138,469,196
LOC125386125,LOC125386125,0,1,0,1,0,0,0
LOC100651748,LOC100651748,2,0,0,0,0,126,0
LOC100651869,LOC100651869,0,0,0,2,2,0,2
LOC100644711,LOC100644711,189,208,140,119,175,176,160
LOC100644837,LOC100644837,130,143,85,86,80,177,100
LOC100645070,LOC100645070,148,156,608,382,176,710,268
LOC100644954,LOC100644954,321,328,228,226,249,303,264
LOC100645183,LOC100645183,150,105,38,34,117,116,105
LOC100645311,LOC100645311,30,21,47,30,29,57,33
LOC100645434,LOC100645434,91,64,64,47,39,122,39
LOC100645789,LOC100645789,99,100,353,336,123,369,203
LOC100645668,LOC100645668,80,99,69,77,67,116,112
LOC100645552,LOC100645552,18,37,32,36,30,81,87
LOC100646096,LOC100646096,76,84,127,67,70,103,84
LOC105665624,LOC105665624,17,10,9,22,8,43,9
LOC100645978,LOC100645978,7,2,8,9,0,10,0
LOC125387153,LOC125387153,0,0,0,0,0,0,0
LOC100646284,LOC100646284,228,191,103,94,164,311,193
LOC100646496,LOC100646496,8,6,72,30,12,58,195
LOC100646616,LOC100646616,88,75,46,58,88,92,71
LOC100646734,LOC100646734,45,42,35,29,41,67,66
LOC100645157,LOC100645157,61,58,40,22,50,51,49
LOC100645279,LOC100645279,66,66,41,28,61,70,68
LOC125387152,LOC125387152,0,0,0,0,0,4,0
LOC100645401,LOC100645401,39,29,43,35,28,23,44
LOC100646857,LOC100646857,21,16,17,10,29,62,0
LOC100645515,LOC100645515,86,75,16,14,86,40,31
LOC100645620,LOC100645620,81,117,44,32,123,79,94
LOC100651984,LOC100651984,16,8,6,2,2,22,10
LOC110119143,LOC110119143,3,12,14,2,11,7,4
LOC100645742,LOC100645742,47,61,42,23,49,59,33
LOC100645977,LOC100645977,87,99,105,72,40,99,87
LOC125387157,LOC125387157,1,0,0,0,0,0,1
LOC100646252,LOC100646252,222,327,59,122,190,183,165
LOC100646856,LOC100646856,47,22,7,6,20,14,0
LOC100646975,LOC100646975,759,723,485,496,686,635,270
LOC100652105,LOC100652105,3,4,0,0,5,0,4
LOC125387156,LOC125387156,1,0,0,7,2,4,0
LOC100646372,LOC100646372,396,387,58,74,418,101,2
LOC110120209,LOC110120209,2,9,0,1,3,3,0
LOC100646495,LOC100646495,181,241,110,76,199,328,69
LOC110120211,LOC110120211,1,1,0,1,0,1,0
LOC105666447,LOC105666447,0,0,1,2,0,1,0
LOC100647091,LOC100647091,87,63,98,74,47,52,59
LOC100647211,LOC100647211,56,46,45,18,51,39,12
LOC100647328,LOC100647328,74,97,18,17,51,51,13
LOC100647450,LOC100647450,20,20,6,23,14,23,14
LOC105666461,LOC105666461,0,0,0,0,0,0,0
LOC100647567,LOC100647567,4,2,4,2,8,16,8
LOC110119865,LOC110119865,106,96,4,41,96,76,109
LOC100647762,LOC100647762,6,6,16,2,12,28,31
LOC100647957,LOC100647957,63,48,23,22,60,46,65
LOC100648084,LOC100648084,76,76,25,14,48,44,24
LOC100648271,LOC100648271,18,19,15,2,22,36,34
LOC100648701,LOC100648701,12,22,28,8,29,22,20
LOC100648387,LOC100648387,33,40,38,28,34,61,25
LOC100652221,LOC100652221,4,7,8,2,6,2,6
LOC100648813,LOC100648813,39,64,253,153,74,159,56
LOC105666470,LOC105666470,5,5,14,8,0,7,5
LOC100648928,LOC100648928,272,357,526,292,263,653,457
LOC100648502,LOC100648502,73,59,44,44,47,62,18
LOC100649129,LOC100649129,28,10,8,0,1,20,7
LOC125386284,LOC125386284,1,0,0,0,0,0,2
LOC100645582,LOC100645582,70,38,117,89,47,78,88
LOC100649249,LOC100649249,73,59,32,38,54,143,92
LOC100649562,LOC100649562,33,37,21,21,42,66,31
LOC100649438,LOC100649438,83,146,79,108,93,154,148
LOC100642194,LOC100642194,21,51,24,36,21,64,21
LOC100649683,LOC100649683,28,78,72,41,54,58,31
LOC100649798,LOC100649798,138,139,54,68,90,119,90
LOC100649915,LOC100649915,150,153,46,62,127,85,117
LOC125386769,LOC125386769,0,0,0,0,0,0,0
LOC100650027,LOC100650027,61,65,18,14,51,32,39
LOC125386767,LOC125386767,0,0,0,0,0,0,0
LOC125386765,LOC125386765,0,0,0,0,0,0,0
LOC100650269,LOC100650269,48,17,38,21,27,48,43
LOC100650143,LOC100650143,84,114,38,34,92,93,37
LOC100650391,LOC100650391,33,50,46,20,27,35,42
LOC100650514,LOC100650514,30,33,20,0,34,144,1
LOC100650632,LOC100650632,26,50,42,12,16,42,24
LOC100650951,LOC100650951,5,6,2,0,5,3,18
LOC100650836,LOC100650836,6,6,17,2,19,35,402
LOC100642438,LOC100642438,0,0,0,0,2,113,30
LOC105666821,LOC105666821,0,2,7,0,0,0,494
LOC100642556,LOC100642556,147,187,46,23,176,65,159
LOC125386281,LOC125386281,0,4,0,0,0,0,1
LOC125386283,LOC125386283,0,0,0,0,0,1,1
LOC100651068,LOC100651068,229,250,782,506,283,1394,431
LOC125386280,LOC125386280,0,4,0,4,2,12,4
LOC100651395,LOC100651395,64,70,121,67,60,146,65
LOC100651274,LOC100651274,69,98,65,79,62,128,115
LOC100651513,LOC100651513,58,56,38,34,42,60,36
LOC100651631,LOC100651631,53,54,12,2,26,2,0
LOC100642797,LOC100642797,4,0,0,19,5,0,9
LOC100651747,LOC100651747,390,270,2317,2057,249,99,16
LOC105666644,LOC105666644,0,0,0,5,0,0,0
LOC100651868,LOC100651868,217,216,0,2,253,0,2
LOC110119869,LOC110119869,0,0,0,0,0,0,0
LOC105666645,LOC105666645,2,0,0,0,1,0,2
LOC105666646,LOC105666646,4,0,0,2,0,0,0
LOC100651983,LOC100651983,158,159,134,201,172,296,149
LOC100642917,LOC100642917,139,144,184,133,123,115,107
LOC100652104,LOC100652104,207,174,234,223,159,464,229
LOC100652220,LOC100652220,57,63,80,63,38,71,38
LOC100642316,LOC100642316,53,60,14,0,72,55,7
LOC100642193,LOC100642193,9,4,0,0,4,1,2
LOC125386282,LOC125386282,0,0,0,0,1,0,0
LOC100643031,LOC100643031,11,10,0,2,4,4,0
LOC125387183,LOC125387183,0,0,0,0,0,0,0
LOC100642748,LOC100642748,245,263,28,0,194,30,1
LOC100642870,LOC100642870,76,58,57,54,68,145,35
LOC100642437,LOC100642437,153,129,91,86,106,200,103
LOC105666529,LOC105666529,85,87,0,0,78,4,2
LOC100642628,LOC100642628,300,358,0,4,312,5,32
LOC100642987,LOC100642987,119,189,32,30,173,83,540
LOC100643109,LOC100643109,0,0,138,2,0,1025,0
LOC100643354,LOC100643354,0,0,478,0,0,2981,0
LOC100643233,LOC100643233,0,0,127,0,0,3440,0
LOC100643151,LOC100643151,459,129,2,0,254,539,0
LOC100643476,LOC100643476,4,2,0,0,7,2,0
LOC100643602,LOC100643602,1734,1698,148,4,2156,2746,1
LOC125387163,LOC125387163,0,0,0,0,0,1,0
LOC125387161,LOC125387161,0,0,0,0,0,0,0
LOC100643725,LOC100643725,39,38,39,16,55,107,38
LOC100643843,LOC100643843,87,135,146,86,123,87,101
LOC125387160,LOC125387160,38,34,16,39,41,53,36
LOC100643966,LOC100643966,1,2,8,11,11,14,14
LOC125387162,LOC125387162,2,0,0,0,0,0,1
LOC100643274,LOC100643274,7,7,0,1,4,2,2
LOC125387184,LOC125387184,0,0,0,0,0,0,0
LOC125387168,LOC125387168,60,47,0,2,63,0,4
LOC110120135,LOC110120135,7,6,0,2,3,2,0
LOC125387169,LOC125387169,2,0,0,0,2,0,0
LOC100643510,LOC100643510,442,484,72,93,473,119,28
LOC100644161,LOC100644161,196,239,148,100,224,1050,157
LOC100643398,LOC100643398,21,24,23,18,17,38,24
LOC105666543,LOC105666543,49,53,49,41,37,53,61
LOC100644282,LOC100644282,64,60,39,35,46,92,85
LOC100644390,LOC100644390,117,90,56,65,114,111,126
LOC100644511,LOC100644511,67,52,27,21,73,81,62
LOC100644632,LOC100644632,410,333,18,88,247,113,1161
LOC100644875,LOC100644875,92,76,49,38,91,98,97
LOC100644995,LOC100644995,35,12,2,4,4,1,12
LOC100644749,LOC100644749,119,67,18,214,82,348,413
LOC100645182,LOC100645182,338,207,50,61,219,198,573
LOC100645310,LOC100645310,0,2,5,4,1,5,0
LOC100645433,LOC100645433,36,57,357,401,37,70,0
LOC105666561,LOC105666561,0,2,15,4,0,1,4
LOC100645743,LOC100645743,32,41,36,7,63,32,18
LOC100645621,LOC100645621,239,251,122,84,269,468,462
